# Hello! welcome to your data! Overload height: 1e+08. RT flexibility: 0.4. Ion ratio flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N threshold: 4. Minimum peak height: 1000. Processed on: 2017-07-25 11:07:35,,,,,,,,,,,
,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Area.BlkSub,Height,IR,S.N,BlkRatio,rawArea
30,170720_Smp_SPEpH8-spikeafter_2c,Alanine,11.33,,37906828,37869967,3689984,NA,138.4087991,0.000972411,37906828
31,170720_Smp_SPEpH8-spikeafter_3a,Alanine,11.35,,18021672,17984811,1730597,NA,259.9506717,0.002045371,18021672
32,170720_Smp_SPEpH8-spikeafter_3b,Alanine,11.38,,15930154,15893293,1396612,NA,38.27153914,0.002313914,15930154
33,170720_Smp_SPEpH8-spikeafter_3c,Alanine,11.33,,19690396,19653535,1810787,NA,52.12728595,0.001872029,19690396
34,170720_Smp_SPEpH8-spikebefore_1,Alanine,11.38,,NA,291402,24067,NA,Inf,0.112291059,328263
35,170720_Smp_SPEpH8-spikebefore_2,Alanine,11.35,,NA,87771,13554,NA,5.202022927,0.295758714,124632
36,170720_Smp_SPEpH8-spikebefore_3,Alanine,11.25,comparable to blk,NA,77954,14029,NA,4.419759338,0.321046902,114815
37,170720_Poo_TruePoo_Full1,Arginine,18.34,,228937888,220238969,9642723,3.199556446,30.29476908,0.037996852,228937888
38,170720_Poo_TruePoo_Full2,Arginine,18.325,,232506752,223807833,9656790,3.213294299,29.34532848,0.037413619,232506752
39,170720_Poo_TruePoo_Full3,Arginine,18.17,,237729536,229030617,9443274,3.188631736,30.61811531,0.036591663,237729536
40,170720_Poo_TruePoo_Half1,Arginine,18.34,,95732128,87033209,3767884,3.236848166,24.8592889,0.09086729,95732128
41,170720_Poo_TruePoo_Half2,Arginine,18.325,,103552568,94853649,3794397,3.22254008,24.24638764,0.08400486,103552568
42,170720_Poo_TruePoo_Half3,Arginine,18.17,,102869360,94170441,3858652,3.194010635,26.01382006,0.084562779,102869360
43,170720_Smp_SPEpH2-nospike_1,Arginine,18.34,comparable to blk,NA,8797139,398235,3.326130417,9.355563982,0.497193082,17496058
44,170720_Smp_SPEpH2-nospike_2,Arginine,18.325,comparable to blk,NA,9904169,428949,3.219696007,9.190527598,0.467606185,18603088
45,170720_Smp_SPEpH2-nospike_3,Arginine,18.17,comparable to blk,NA,9345577,387903,3.29446673,8.374395156,0.482081572,18044496
46,170720_Smp_SPEpH2-spikeafter_1a,Arginine,18.34,,1098391040,1089692121,46131068,3.188541556,42.60550058,0.007919692,1098391040
47,170720_Smp_SPEpH2-spikeafter_1b,Arginine,18.325,,1118886912,1110187993,47512812,3.21753849,42.50974947,0.007774619,1118886912
48,170720_Smp_SPEpH2-spikeafter_1c,Arginine,18.17,,1130701056,1122002137,47848056,3.21718478,42.15842554,0.007693385,1130701056
49,170720_Smp_SPEpH2-spikeafter_2a,Arginine,18.34,,632143552,623444633,26862602,3.197585408,37.92091723,0.013760987,632143552
50,170720_Smp_SPEpH2-spikeafter_2b,Arginine,18.325,,632462784,623763865,26741538,3.209173501,35.53027028,0.013754041,632462784
51,170720_Smp_SPEpH2-spikeafter_2c,Arginine,18.17,,600666688,591967769,25451728,3.220469886,36.7374282,0.014482107,600666688
52,170720_Smp_SPEpH2-spikeafter_3a,Arginine,18.34,,327458816,318759897,13395124,3.191984454,34.34643081,0.026564925,327458816
53,170720_Smp_SPEpH2-spikeafter_3b,Arginine,18.325,,344183200,335484281,13950187,3.22211664,31.68999232,0.025274095,344183200
54,170720_Smp_SPEpH2-spikeafter_3c,Arginine,18.17,,345514176,336815257,14013431,3.229397569,30.4883353,0.025176735,345514176
55,170720_Smp_SPEpH2-spikebefore_1,Arginine,18.14,comparable to blk,NA,7206488,358809,3.463326585,9.080303615,0.546915838,15905407
56,170720_Smp_SPEpH2-spikebefore_2,Arginine,18.22,comparable to blk,NA,6317466,327336,3.240920755,8.836171542,0.57929515,15016385
57,170720_Smp_SPEpH2-spikebefore_3,Arginine,18.29,comparable to blk,NA,11999519,459941,3.180362927,9.172308156,0.420269346,20698438
58,170720_Smp_SPEpH8-nospike_1,Arginine,18.025,comparable to blk,NA,1118714,197054,3.398918385,5.356971237,0.886050538,9817633
59,170720_Smp_SPEpH8-nospike_2,Arginine,18.245,comparable to blk,NA,5813984,374799,3.389342359,9.490116346,0.599392072,14512903
60,170720_Smp_SPEpH8-nospike_3,Arginine,18.045,comparable to blk,NA,2176321,258725,3.48693127,7.689664251,0.799882945,10875240
61,170720_Smp_SPEpH8-spikeafter_1a,Arginine,18.045,,661896768,653197849,31593524,3.198369169,33.76653411,0.01314241,661896768
62,170720_Smp_SPEpH8-spikeafter_1b,Arginine,18.045,,944199872,935500953,42385276,3.220905957,37.93607625,0.009213006,944199872
63,170720_Smp_SPEpH8-spikeafter_1c,Arginine,18.045,,1087304448,1078605529,45848412,3.213545322,40.52725006,0.008000445,1087304448
64,170720_Smp_SPEpH8-spikeafter_2a,Arginine,18.31,,328373248,319674329,14885796,3.190567649,39.16825435,0.026490949,328373248
65,170720_Smp_SPEpH8-spikeafter_2b,Arginine,18.34,,480031168,471332249,20538396,3.216221999,39.90688542,0.018121571,480031168
66,170720_Smp_SPEpH8-spikeafter_2c,Arginine,18.045,,561988416,553289497,22715336,3.204667662,44.86023749,0.015478823,561988416
67,170720_Smp_SPEpH8-spikeafter_3a,Arginine,18.045,,164050432,155351513,6737896,3.147820574,32.02390962,0.053025883,164050432
68,170720_Smp_SPEpH8-spikeafter_3b,Arginine,18.045,,205863632,197164713,8162119,3.209422321,32.88867137,0.042255735,205863632
69,170720_Smp_SPEpH8-spikeafter_3c,Arginine,18.045,,235007152,226308233,9349093,3.189396045,27.11801159,0.03701555,235007152
70,170720_Smp_SPEpH8-spikebefore_1,Arginine,18.135,comparable to blk,NA,2873561,243216,3.263684443,6.602315967,0.75169013,11572480
71,170720_Smp_SPEpH8-spikebefore_2,Arginine,18.165,comparable to blk,NA,2522961,237736,3.465842004,6.242609953,0.775174837,11221880
72,170720_Smp_SPEpH8-spikebefore_3,Arginine,18.26,comparable to blk,NA,4919387,321490,3.262332288,8.795529091,0.638766598,13618306
73,170720_Poo_TruePoo_Full1,Asparagine,11.33,,2793039,2567803,209619,0.573677623,3.125482374,0.08064191,2793039
74,170720_Poo_TruePoo_Full2,Asparagine,11.33,,3563733,3338497,228500,0.591476327,6.357675701,0.063202266,3563733
75,170720_Poo_TruePoo_Full3,Asparagine,11.38,,3244325,3019089,240900,0.508239342,3.862840105,0.069424611,3244325
76,170720_Poo_TruePoo_Half1,Asparagine,11.435,,1214060,988824,102247,0.406556556,2.021863774,0.185522956,1214060
77,170720_Poo_TruePoo_Half2,Asparagine,11.405,,1487175,1261939,90259,0.437219751,2.813435648,0.15145225,1487175
78,170720_Poo_TruePoo_Half3,Asparagine,11.38,,1107178,881942,72942,0.379523557,1.77653216,0.20343251,1107178
79,170720_Smp_SPEpH2-nospike_1,Asparagine,11.825,Bad IRcomparable to blkbad S/N,NA,-96786,14235,2.461057996,1.472626656,1.753491631,128450
80,170720_Smp_SPEpH2-nospike_2,Asparagine,12,Bad IRcomparable to blkbad S/N,NA,-124631,12545,2.024815843,1.642905071,2.238815168,100605
81,170720_Smp_SPEpH2-nospike_3,Asparagine,11.675,Bad IRcomparable to blkbad S/N,NA,140635,32169,8.184301181,2.417829878,0.615615886,365871
82,170720_Smp_SPEpH2-spikeafter_1a,Asparagine,11.3,,13877937,13652701,961570,0.457578478,8.585993016,0.01622979,13877937
83,170720_Smp_SPEpH2-spikeafter_1b,Asparagine,11.295,,14595147,14369911,1170603,0.468666967,10.69943485,0.015432253,14595147
84,170720_Smp_SPEpH2-spikeafter_1c,Asparagine,11.27,,13946209,13720973,987711,0.448193226,11.51349901,0.016150339,13946209
85,170720_Smp_SPEpH2-spikeafter_2a,Asparagine,11.24,Bad IR,8529952,8304716,566716,0.544169769,14.54227181,0.026405307,8529952
86,170720_Smp_SPEpH2-spikeafter_2b,Asparagine,11.25,Bad IR,8461129,8235893,548829,0.484077187,8.447914686,0.026620088,8461129
87,170720_Smp_SPEpH2-spikeafter_2c,Asparagine,11.24,Bad IR,8257173,8031937,525917,0.496616977,10.11894021,0.027277617,8257173
88,170720_Smp_SPEpH2-spikeafter_3a,Asparagine,11.225,Bad IR,4878401,4653165,289906,0.560433564,6.041467258,0.046170046,4878401
89,170720_Smp_SPEpH2-spikeafter_3b,Asparagine,11.21,,3799044,3573808,220839,0.448725947,4.588004737,0.059287547,3799044
90,170720_Smp_SPEpH2-spikeafter_3c,Asparagine,11.21,,3918974,3693738,272274,0.459641691,3.236196147,0.057473206,3918974
91,170720_Smp_SPEpH2-spikebefore_1,Asparagine,11.91,Bad IRcomparable to blk,NA,83176,42270,22.28893546,12.83332694,0.730308808,308412
92,170720_Smp_SPEpH2-spikebefore_2,Asparagine,11.36,Bad IRcomparable to blkbad S/N,NA,-114421,17097,24.07451662,1.509817723,2.032540721,110815
93,170720_Smp_SPEpH2-spikebefore_3,Asparagine,11.97,Bad IRcomparable to blkbad S/N,NA,50474,44749,9.395787895,2.922141119,0.816930833,275710
94,170720_Smp_SPEpH8-nospike_1,Asparagine,11.765,Bad IRcomparable to blkbad S/N,NA,-76659,19157,6.692657658,3.469656422,1.51595469,148577
95,170720_Smp_SPEpH8-nospike_2,Asparagine,11.92,Bad IRcomparable to blkbad S/N,NA,-71788,26598,5.032732043,2.296462457,1.467832751,153448
96,170720_Smp_SPEpH8-nospike_3,Asparagine,11.835,Bad IRcomparable to blk,NA,97576,20607,186.4887348,5.432830287,0.697731187,322812
97,170720_Smp_SPEpH8-spikeafter_1a,Asparagine,11.425,Bad IR,13394674,13169438,765025,0.481896061,26.30209109,0.01681534,13394674
98,170720_Smp_SPEpH8-spikeafter_1b,Asparagine,11.395,,14344241,14119005,894689,0.46371036,12.15233205,0.01570219,14344241
99,170720_Smp_SPEpH8-spikeafter_1c,Asparagine,11.31,,14993546,14768310,1018049,0.456286164,8.540200786,0.015022197,14993546
100,170720_Smp_SPEpH8-spikeafter_2a,Asparagine,11.5,,6487196,6261960,482499,0.46374691,6.624299151,0.034720086,6487196
101,170720_Smp_SPEpH8-spikeafter_2b,Asparagine,11.435,,6471362,6246126,659445,0.392133791,4.050707455,0.034805038,6471362
102,170720_Smp_SPEpH8-spikeafter_2c,Asparagine,11.33,Bad IR,8670512,8445276,762853,0.51680593,7.479326788,0.025977243,8670512
103,170720_Smp_SPEpH8-spikeafter_3a,Asparagine,11.465,Bad IR,3965604,3740368,272982,0.499512467,11.285283,0.056797401,3965604
104,170720_Smp_SPEpH8-spikeafter_3b,Asparagine,11.355,Bad IR,4812781,4587545,391474,0.600742918,8.081816135,0.046799553,4812781
105,170720_Smp_SPEpH8-spikeafter_3c,Asparagine,11.32,Bad IR,4458537,4233301,322270,0.485355049,4.447744505,0.050517917,4458537
106,170720_Smp_SPEpH8-spikebefore_1,Asparagine,11.765,Bad IRcomparable to blkbad S/N,NA,-1900,20987,457.6557377,2.595906905,1.008507361,223336
107,170720_Smp_SPEpH8-spikebefore_2,Asparagine,11.785,Bad IRcomparable to blk,NA,36174,32522,40.11201473,9.01256705,0.861619678,261410
108,170720_Smp_SPEpH8-spikebefore_3,Asparagine,11.82,Bad IRcomparable to blk,NA,31038,20467,12.12155898,6.548737713,0.878887441,256274
109,170720_Poo_TruePoo_Full1,Aspartic acid,12.335,,2284430,2240189,96361,1.309666316,15.85798466,0.019366319,2284430
110,170720_Poo_TruePoo_Full2,Aspartic acid,12.295,,1323604,1279363,94270,1.504822215,2.311935644,0.03342465,1323604
111,170720_Poo_TruePoo_Full3,Aspartic acid,12.32,,2081348,2037107,117403,0.91953046,5.688544384,0.021255936,2081348
112,170720_Poo_TruePoo_Half1,Aspartic acid,12.375,,770160,725919,58884,0.934018623,4.170648366,0.057443908,770160
113,170720_Poo_TruePoo_Half2,Aspartic acid,12.315,,844795,800554,46298,0.488463113,4.808848592,0.052368918,844795
114,170720_Poo_TruePoo_Half3,Aspartic acid,12.27,,747417,703176,41413,1.14001208,24.66741609,0.059191857,747417
115,170720_Smp_SPEpH2-nospike_1,Aspartic acid,NA,Bad RTBad IRbad S/N,NA,-4377,6594,0.058924129,1.270504652,1.109798314,39864
116,170720_Smp_SPEpH2-nospike_2,Aspartic acid,12.86,Bad IRcomparable to blk,NA,46257,7734,0.895346076,Inf,0.488861632,90498
117,170720_Smp_SPEpH2-nospike_3,Aspartic acid,NA,Bad RTBad IR,NA,37043,7979,0.178475915,Inf,0.544276856,81284
118,170720_Smp_SPEpH2-spikeafter_1a,Aspartic acid,12.215,,8191636,8147395,429146,1.285632047,11.75822597,0.005400753,8191636
119,170720_Smp_SPEpH2-spikeafter_1b,Aspartic acid,12.225,,7670571,7626330,387337,1.318574478,7.985801755,0.005767628,7670571
120,170720_Smp_SPEpH2-spikeafter_1c,Aspartic acid,12.215,,8110595,8066354,384182,1.300526602,10.28665728,0.005454717,8110595
121,170720_Smp_SPEpH2-spikeafter_2a,Aspartic acid,12.21,Bad IR,4211585,4167344,216741,1.196480149,5.147693923,0.010504596,4211585
122,170720_Smp_SPEpH2-spikeafter_2b,Aspartic acid,12.2,Bad IR,4832143,4787902,205731,1.021105318,6.610016695,0.009155565,4832143
123,170720_Smp_SPEpH2-spikeafter_2c,Aspartic acid,12.15,Bad IR,4549140,4504899,206756,1.186060245,14.47035222,0.009725135,4549140
124,170720_Smp_SPEpH2-spikeafter_3a,Aspartic acid,12.15,Bad IR,2473733,2429492,125438,0.881971365,11.37805103,0.017884307,2473733
125,170720_Smp_SPEpH2-spikeafter_3b,Aspartic acid,12.14,Bad IR,2258227,2213986,80387,0.675750882,6.348916586,0.019591033,2258227
126,170720_Smp_SPEpH2-spikeafter_3c,Aspartic acid,12.14,,2399875,2355634,100507,1.353856039,16.79706949,0.01843471,2399875
127,170720_Smp_SPEpH2-spikebefore_1,Aspartic acid,12.69,Bad IRbad S/N,NA,375795,30391,0.587817272,3.664678902,0.105326686,420036
128,170720_Smp_SPEpH2-spikebefore_2,Aspartic acid,12.145,Bad IR,NA,537709,48462,4.417111325,5.802637551,0.076021995,581950
129,170720_Smp_SPEpH2-spikebefore_3,Aspartic acid,NA,Bad RT,NA,1444768,52357,1.326576358,Inf,0.029711708,1489009
130,170720_Smp_SPEpH8-nospike_1,Aspartic acid,12.715,Bad IRcomparable to blk,NA,-36957,2491,0.091253038,Inf,6.073723229,7284
131,170720_Smp_SPEpH8-nospike_2,Aspartic acid,NA,Bad RTBad IR,NA,565563,38039,0.46833139,18.82896237,0.072549541,609804
132,170720_Smp_SPEpH8-nospike_3,Aspartic acid,NA,Bad RTBad IR,NA,594547,45921,0.14250241,35.80754141,0.069257719,638788
133,170720_Smp_SPEpH8-spikeafter_1a,Aspartic acid,12.395,Bad IR,6249176,6204935,401262,1.002172676,8.634567527,0.007079493,6249176
134,170720_Smp_SPEpH8-spikeafter_1b,Aspartic acid,12.31,,7897996,7853755,367559,1.392305683,13.7649331,0.005601548,7897996
135,170720_Smp_SPEpH8-spikeafter_1c,Aspartic acid,12.225,Bad IR,8617025,8572784,384103,1.19253792,54.48203203,0.005134139,8617025
136,170720_Smp_SPEpH8-spikeafter_2a,Aspartic acid,12.45,Bad IR,3266960,3222719,165777,1.187386148,45.72469403,0.013541947,3266960
137,170720_Smp_SPEpH8-spikeafter_2b,Aspartic acid,12.34,,3456022,3411781,207888,1.378793603,5.885119844,0.012801134,3456022
138,170720_Smp_SPEpH8-spikeafter_2c,Aspartic acid,12.31,,3990162,3945921,223545,1.292648208,5.777018088,0.01108752,3990162
139,170720_Smp_SPEpH8-spikeafter_3a,Aspartic acid,12.365,Bad IR,1595150,1550909,80847,1.174195163,4.537576844,0.027734696,1595150
140,170720_Smp_SPEpH8-spikeafter_3b,Aspartic acid,12.29,Bad IR,1935256,1891015,101174,1.164788205,8.278682112,0.022860541,1935256
141,170720_Smp_SPEpH8-spikeafter_3c,Aspartic acid,12.23,Bad IR,2244350,2200109,140759,0.873334493,40.70263051,0.019712166,2244350
142,170720_Smp_SPEpH8-spikebefore_1,Aspartic acid,NA,Bad RTBad IR,NA,1746225,136915,0.915837044,Inf,0.02470921,1790466
143,170720_Smp_SPEpH8-spikebefore_2,Aspartic acid,12.41,Bad IR,NA,168606,13151,0.32384875,4.523781931,0.207853529,212847
144,170720_Smp_SPEpH8-spikebefore_3,Aspartic acid,NA,Bad RTBad IR,NA,2077890,210408,3.039862427,8.506335069,0.020847441,2122131
145,170720_Poo_TruePoo_Full1,Cystine,12.765,Bad RT,5517989,5503213,381892,1.135191776,37.63760042,0.002677787,5517989
146,170720_Poo_TruePoo_Full2,Cystine,12.765,Bad RT,5671041,5656265,333869,1.038864157,64.8336016,0.002605518,5671041
147,170720_Poo_TruePoo_Full3,Cystine,12.765,,5626437,5611661,352294,1.1284638,70.82510331,0.002626174,5626437
148,170720_Poo_TruePoo_Half1,Cystine,12.8,,1790837,1776061,109919,0.929965799,161.8295465,0.008250891,1790837
149,170720_Poo_TruePoo_Half2,Cystine,12.795,,2063562,2048786,128686,0.895305547,94.73862088,0.007160434,2063562
150,170720_Poo_TruePoo_Half3,Cystine,12.775,,2111312,2096536,138046,0.980614477,Inf,0.006998492,2111312
151,170720_Smp_SPEpH2-nospike_1,Cystine,13.38,Bad IRcomparable to blk,NA,11579,4016,69.35526316,7.211407023,0.560652628,26355
152,170720_Smp_SPEpH2-nospike_2,Cystine,13.35,Bad IR,NA,68026,13624,11.20005411,122.4105572,0.178449796,82802
153,170720_Smp_SPEpH2-nospike_3,Cystine,13.195,Bad IRcomparable to blk,NA,18400,4336,0.711671708,9.00965717,0.445382204,33176
154,170720_Smp_SPEpH2-spikeafter_1a,Cystine,13.195,,35757928,35743152,2484839,1.188441827,58.3771967,0.000413223,35757928
155,170720_Smp_SPEpH2-spikeafter_1b,Cystine,13.195,,34546640,34531864,2503908,1.090864493,35.03955278,0.000427712,34546640
156,170720_Smp_SPEpH2-spikeafter_1c,Cystine,13.195,,34294740,34279964,2611756,1.11903102,63.33979125,0.000430853,34294740
157,170720_Smp_SPEpH2-spikeafter_2a,Cystine,13.195,,18702850,18688074,1403693,1.129317729,83.03831966,0.00079004,18702850
158,170720_Smp_SPEpH2-spikeafter_2b,Cystine,13.195,,18897362,18882586,1298774,1.182145953,44.06668976,0.000781908,18897362
159,170720_Smp_SPEpH2-spikeafter_2c,Cystine,13.195,,17281172,17266396,1142098,1.125724106,39.0015613,0.000855035,17281172
160,170720_Smp_SPEpH2-spikeafter_3a,Cystine,13.195,,8588633,8573857,539972,0.995863436,35.61804456,0.001720413,8588633
161,170720_Smp_SPEpH2-spikeafter_3b,Cystine,13.195,,8820508,8805732,585989,1.097813262,30.23970537,0.001675187,8820508
162,170720_Smp_SPEpH2-spikeafter_3c,Cystine,13.195,,8476513,8461737,461410,1.056968606,93.93912614,0.00174317,8476513
163,170720_Smp_SPEpH2-spikebefore_1,Cystine,13.27,Bad IRcomparable to blk,NA,6697,2972,7.184008029,Inf,0.688119965,21473
164,170720_Smp_SPEpH2-spikebefore_2,Cystine,13.05,comparable to blkbad S/N,NA,4165,4075,1.159960806,1.57553935,0.780106647,18941
165,170720_Smp_SPEpH2-spikebefore_3,Cystine,13.125,Bad IRcomparable to blk,NA,12696,4457,11.72013652,Inf,0.537856727,27472
166,170720_Smp_SPEpH8-nospike_1,Cystine,13.33,Bad IRtoo small,NA,-14652,35,Inf,Inf,119.1612903,124
167,170720_Smp_SPEpH8-nospike_2,Cystine,13.31,comparable to blk,NA,-2521,3275,1.383963862,Inf,1.205711954,12255
168,170720_Smp_SPEpH8-nospike_3,Cystine,13.145,Bad IRcomparable to blk,NA,-11464,1088,16,5.487804878,4.461352657,3312
169,170720_Smp_SPEpH8-spikeafter_1a,Cystine,12.83,,17924502,17909726,1249367,1.069097657,1107.450741,0.000824346,17924502
170,170720_Smp_SPEpH8-spikeafter_1b,Cystine,12.83,,23069360,23054584,1570322,1.115281433,121.9796107,0.000640503,23069360
171,170720_Smp_SPEpH8-spikeafter_1c,Cystine,12.83,,26399056,26384280,1982055,1.095164485,56.99580865,0.000559717,26399056
172,170720_Smp_SPEpH8-spikeafter_2a,Cystine,12.905,,8327051,8312275,510449,1.040248644,289.262921,0.001774458,8327051
173,170720_Smp_SPEpH8-spikeafter_2b,Cystine,12.83,,13544489,13529713,914696,1.17268232,382.5241542,0.001090923,13544489
174,170720_Smp_SPEpH8-spikeafter_2c,Cystine,12.75,,15972082,15957306,1135168,1.073356757,55.04610069,0.000925114,15972082
175,170720_Smp_SPEpH8-spikeafter_3a,Cystine,12.87,,5846005,5831229,429039,1.088159454,180.7056654,0.002527538,5846005
176,170720_Smp_SPEpH8-spikeafter_3b,Cystine,12.745,,7359012,7344236,529291,1.124741397,47.71736011,0.002007878,7359012
177,170720_Smp_SPEpH8-spikeafter_3c,Cystine,12.745,,8130861,8116085,613909,1.10420695,70.50820247,0.001817274,8130861
178,170720_Smp_SPEpH8-spikebefore_1,Cystine,12.985,Bad IRcomparable to blk,NA,8214,4257,58.49872774,Inf,0.642714224,22990
179,170720_Smp_SPEpH8-spikebefore_2,Cystine,12.98,Bad IR,NA,78019,10575,1.898929748,Inf,0.159232717,92795
180,170720_Smp_SPEpH8-spikebefore_3,Cystine,12.815,Bad IRcomparable to blk,NA,-10502,1324,0.569335287,Inf,3.457182967,4274
181,170720_Poo_TruePoo_Full1,Glutamic acid,12.07,,17575934,17419823,1587599,2.248245279,28.68255973,0.008882088,17575934
182,170720_Poo_TruePoo_Full2,Glutamic acid,12.065,,16824672,16668561,1537969,2.280537466,21.83602318,0.009278695,16824672
183,170720_Poo_TruePoo_Full3,Glutamic acid,12.04,,15690463,15534352,1286596,1.907429199,17.0572261,0.00994942,15690463
184,170720_Poo_TruePoo_Half1,Glutamic acid,12.105,,8000418,7844307,635850,1.823774254,13.09092201,0.019512855,8000418
185,170720_Poo_TruePoo_Half2,Glutamic acid,12.12,,8226789,8070678,670600,1.96224601,14.56823793,0.018975933,8226789
186,170720_Poo_TruePoo_Half3,Glutamic acid,12.105,,7602185,7446074,719354,2.186201956,12.41750371,0.020535017,7602185
187,170720_Smp_SPEpH2-nospike_1,Glutamic acid,12.21,Bad IRbad S/N,NA,1297320,115370,4.345370996,3.713462662,0.107408608,1453431
188,170720_Smp_SPEpH2-nospike_2,Glutamic acid,12.205,Bad IRbad S/N,NA,783473,57652,0.69577993,3.151476016,0.166149062,939584
189,170720_Smp_SPEpH2-nospike_3,Glutamic acid,12.185,Bad IR,2365280,2209169,168460,1.377925852,5.784481102,0.066001065,2365280
190,170720_Smp_SPEpH2-spikeafter_1a,Glutamic acid,12.01,,73431992,73275881,6727187,2.19471072,39.09201283,0.002125926,73431992
191,170720_Smp_SPEpH2-spikeafter_1b,Glutamic acid,11.995,,73889240,73733129,6599997,2.144332068,28.98235984,0.00211277,73889240
192,170720_Smp_SPEpH2-spikeafter_1c,Glutamic acid,11.99,,74565272,74409161,6721637,2.127556725,30.44170611,0.002093615,74565272
193,170720_Smp_SPEpH2-spikeafter_2a,Glutamic acid,11.99,,45822492,45666381,3821600,2.192118447,18.00068563,0.003406864,45822492
194,170720_Smp_SPEpH2-spikeafter_2b,Glutamic acid,11.99,,46448676,46292565,3736850,2.033286083,16.85226023,0.003360935,46448676
195,170720_Smp_SPEpH2-spikeafter_2c,Glutamic acid,11.99,,42755396,42599285,3618130,2.0620471,32.30518151,0.003651258,42755396
196,170720_Smp_SPEpH2-spikeafter_3a,Glutamic acid,11.99,,24498730,24342619,1858663,2.118709582,39.59380514,0.006372208,24498730
