# Hello! welcome to your data! Overload height: 1e+08. RT flexibility: 0.4. Ion ratio flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N threshold: 4. Minimum peak height: 1000. Processed on: 2017-07-17 11:21:18,,,,,,,,,,,
,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Area.BlkSub,Height,IR,S.N,BlkRatio,rawArea
133,170712_Smp_SPEpH5-nospike_1,Glutamine,11.55,comparable to blkbad S/N,NA,-46465,14272,0.818716458,1.405922817,1.239261182,194202
134,170712_Smp_SPEpH5-nospike_2,Glutamine,11.495,comparable to blkbad S/N,NA,-47516,24943,0.96521448,1.301857394,1.246004421,193151
135,170712_Smp_SPEpH5-nospike_3,Glutamine,11.41,Bad IRcomparable to blkbad S/N,NA,408339,41800,1.358497754,2.202230311,0.370823999,649006
136,170712_Smp_SPEpH5-spikeafter_1a,Glutamine,11.52,,121460224,121219557,11151123,0.921414321,66.28315509,0.001981447,121460224
137,170712_Smp_SPEpH5-spikeafter_1b,Glutamine,11.455,,123816144,123575477,10524942,0.923122923,48.5765608,0.001943745,123816144
138,170712_Smp_SPEpH5-spikeafter_1c,Glutamine,11.365,,134473168,134232501,10310320,0.92305554,52.31151618,0.001789703,134473168
139,170712_Smp_SPEpH5-spikeafter_2a,Glutamine,11.515,,61753808,61513141,5489143,0.92210215,51.30343769,0.003897201,61753808
140,170712_Smp_SPEpH5-spikeafter_2b,Glutamine,11.435,,61263056,61022389,5251682,0.924661003,40.28831542,0.00392842,61263056
141,170712_Smp_SPEpH5-spikeafter_2c,Glutamine,11.35,,67434336,67193669,4992410,0.941527567,59.53898586,0.003568909,67434336
142,170712_Smp_SPEpH5-spikeafter_3a,Glutamine,11.505,,29855242,29614575,2436410,0.990634392,44.57061944,0.00806113,29855242
143,170712_Smp_SPEpH5-spikeafter_3b,Glutamine,11.425,,32741916,32501249,2646340,0.90748406,46.34458064,0.007350425,32741916
144,170712_Smp_SPEpH5-spikeafter_3c,Glutamine,11.335,,33474982,33234315,2842879,0.918642556,27.56207037,0.007189459,33474982
145,170712_Smp_SPEpH5-spikebefore_1,Glutamine,11.655,Bad IRcomparable to blkbad S/N,NA,-180006,12868,0.560720624,1.195152474,3.967409044,60661
146,170712_Smp_SPEpH5-spikebefore_2,Glutamine,11.685,Bad IRcomparable to blkbad S/N,NA,-146184,11541,0.183561937,1.153705123,2.547198967,94483
147,170712_Smp_SPEpH5-spikebefore_3,Glutamine,11.675,Bad IRcomparable to blkbad S/N,NA,-164861,16115,1.317952641,1.279524772,3.174775084,75806
148,170712_Poo_TruePoo_Full1,Histidine,11.02,,123465744,123389379,7677560,NA,44.56048367,0.000618512,123465744
149,170712_Poo_TruePoo_Full2,Histidine,11.01,,114457640,114381275,6775855,NA,33.99684468,0.00066719,114457640
150,170712_Poo_TruePoo_Full3,Histidine,10.98,,112931904,112855539,6772831,NA,57.90491653,0.000676204,112931904
151,170712_Poo_TruePoo_Half1,Histidine,11.07,,94568096,94491731,4682410,NA,29.20378953,0.000807513,94568096
152,170712_Poo_TruePoo_Half2,Histidine,11.09,,109221696,109145331,5595513,NA,42.32075142,0.000699174,109221696
153,170712_Poo_TruePoo_Half3,Histidine,11.05,,108912776,108836411,5633006,NA,30.03208055,0.000701157,108912776
154,170712_Smp_SPEpH5-nospike_1,Histidine,11.16,,3731425,3655060,153473,NA,9.478372501,0.020465372,3731425
155,170712_Smp_SPEpH5-nospike_2,Histidine,11.17,,5317741,5241376,238454,NA,8.096661017,0.014360421,5317741
156,170712_Smp_SPEpH5-nospike_3,Histidine,11.15,,3908729,3832364,183456,NA,3.894149991,0.019537041,3908729
157,170712_Smp_SPEpH5-spikeafter_1a,Histidine,11.14,,518883392,518807027,29043712,NA,50.90958391,0.000147172,518883392
158,170712_Smp_SPEpH5-spikeafter_1b,Histidine,11.01,,619187712,619111347,35102868,NA,94.54878465,0.000123331,619187712
159,170712_Smp_SPEpH5-spikeafter_1c,Histidine,10.95,,760793216,760716851,40346952,NA,83.51518415,0.000100376,760793216
160,170712_Smp_SPEpH5-spikeafter_2a,Histidine,11.09,,273347584,273271219,15372476,NA,53.45482177,0.00027937,273347584
161,170712_Smp_SPEpH5-spikeafter_2b,Histidine,11.03,,319694304,319617939,16959034,NA,52.94070368,0.000238869,319694304
162,170712_Smp_SPEpH5-spikeafter_2c,Histidine,10.96,,357310240,357233875,19128638,NA,70.19243913,0.000213722,357310240
163,170712_Smp_SPEpH5-spikeafter_3a,Histidine,11.13,,133083440,133007075,7196888,NA,53.59930194,0.000573813,133083440
164,170712_Smp_SPEpH5-spikeafter_3b,Histidine,11.04,,156881072,156804707,7904648,NA,75.99521818,0.00048677,156881072
165,170712_Smp_SPEpH5-spikeafter_3c,Histidine,10.94,,186961344,186884979,9226048,NA,46.70869085,0.000408453,186961344
166,170712_Smp_SPEpH5-spikebefore_1,Histidine,11.24,,3285936,3209571,160128,NA,6.217568591,0.023239954,3285936
167,170712_Smp_SPEpH5-spikebefore_2,Histidine,11.2,,3420711,3344346,223858,NA,3.621240509,0.022324306,3420711
168,170712_Smp_SPEpH5-spikebefore_3,Histidine,11.13,,5184637,5108272,306217,NA,3.491237773,0.014729093,5184637
169,170712_Poo_TruePoo_Full1,Isoleucine,7.88,,30441296,30384884,1513425,10.23980991,15.37538947,0.001853141,30441296
170,170712_Poo_TruePoo_Full2,Isoleucine,7.915,,29593672,29537260,1305670,9.492337468,13.79606835,0.001906218,29593672
171,170712_Poo_TruePoo_Full3,Isoleucine,7.925,,23612238,23555826,1207707,8.951665587,17.21765311,0.0023891,23612238
172,170712_Poo_TruePoo_Half1,Isoleucine,7.955,,19710154,19653742,1329383,9.716816419,9.714127564,0.002862078,19710154
173,170712_Poo_TruePoo_Half2,Isoleucine,7.95,,18832348,18775936,1250977,9.773254514,11.35802394,0.002995484,18832348
174,170712_Poo_TruePoo_Half3,Isoleucine,7.96,,19615682,19559270,1379847,8.444487016,11.80629988,0.002875862,19615682
175,170712_Smp_SPEpH5-nospike_1,Isoleucine,8.06,,17622464,17566052,1137890,10.98765589,20.56447269,0.003201141,17622464
176,170712_Smp_SPEpH5-nospike_2,Isoleucine,8.02,,4326692,4270280,287012,8.651705569,4.55675721,0.013038136,4326692
177,170712_Smp_SPEpH5-nospike_3,Isoleucine,8.03,,1581963,1525551,118967,8.333357916,4.952437227,0.035659494,1581963
178,170712_Smp_SPEpH5-spikeafter_1a,Isoleucine,8.07,,106655904,106599492,5895802,9.67557493,39.60849999,0.000528916,106655904
179,170712_Smp_SPEpH5-spikeafter_1b,Isoleucine,7.98,,104290136,104233724,5608450,9.276692538,33.65558067,0.000540914,104290136
180,170712_Smp_SPEpH5-spikeafter_1c,Isoleucine,7.875,,110961016,110904604,5855562,9.235920677,29.85044809,0.000508395,110961016
181,170712_Smp_SPEpH5-spikeafter_2a,Isoleucine,8.005,,58700508,58644096,3407571,9.675593189,31.47474149,0.000961014,58700508
182,170712_Smp_SPEpH5-spikeafter_2b,Isoleucine,7.965,,56829212,56772800,2941574,10.3452447,31.88770752,0.000992658,56829212
183,170712_Smp_SPEpH5-spikeafter_2c,Isoleucine,7.91,,54181132,54124720,3090785,9.545199929,24.82553809,0.001041174,54181132
184,170712_Smp_SPEpH5-spikeafter_3a,Isoleucine,8.015,,27989242,27932830,1661093,9.295231042,16.73287563,0.002015489,27989242
185,170712_Smp_SPEpH5-spikeafter_3b,Isoleucine,7.94,,30226004,30169592,1640412,8.333146045,20.19424566,0.00186634,30226004
186,170712_Smp_SPEpH5-spikeafter_3c,Isoleucine,7.885,,27014548,26958136,1524256,9.348872251,9.824621154,0.002088208,27014548
187,170712_Smp_SPEpH5-spikebefore_1,Isoleucine,8.015,,5589558,5533146,327304,11.77594441,5.719100953,0.01009239,5589558
188,170712_Smp_SPEpH5-spikebefore_2,Isoleucine,8.075,,7937518,7881106,413193,10.97981655,8.642781764,0.007107008,7937518
189,170712_Smp_SPEpH5-spikebefore_3,Isoleucine,8.01,,14887035,14830623,790139,9.421005369,15.44498943,0.003789338,14887035
190,170712_Poo_TruePoo_Full1,Leucine,7.53,Bad IR,38685984,38491437,1761214,17.98125368,25.53109857,0.005028876,38685984
191,170712_Poo_TruePoo_Full2,Leucine,7.52,,32855892,32661345,1783677,NA,8.616708781,0.005921221,32855892
192,170712_Poo_TruePoo_Full3,Leucine,7.525,,34219248,34024701,1685490,31.33272107,17.62558667,0.005685309,34219248
193,170712_Poo_TruePoo_Half1,Leucine,7.58,,24753860,24559313,1599433,22.89689862,18.13481369,0.007859259,24753860
194,170712_Poo_TruePoo_Half2,Leucine,7.57,,25562188,25367641,1624231,25.49719565,17.03625288,0.007610733,25562188
195,170712_Poo_TruePoo_Half3,Leucine,7.555,,23981020,23786473,1651218,21.16141022,12.23962441,0.008112541,23981020
196,170712_Smp_SPEpH5-nospike_1,Leucine,7.66,,48718856,48524309,2880587,24.25947895,42.82181189,0.003993259,48718856
197,170712_Smp_SPEpH5-nospike_2,Leucine,7.625,Bad IR,11191173,10996626,642477,7.285009296,20.60392142,0.017383969,11191173
198,170712_Smp_SPEpH5-nospike_3,Leucine,7.535,Bad IR,2624208,2429661,163826,11.38519608,4.344780822,0.074135511,2624208
199,170712_Smp_SPEpH5-spikeafter_1a,Leucine,7.6,,112704768,112510221,7059010,25.44351406,67.22380348,0.001726165,112704768
