# Hello! welcome to your data! Overload height: 1e+08. RT flexibility: 0.4. Ion ratio flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N threshold: 4. Minimum peak height: 1000. Processed on: 2017-06-28 14:53:26,,,,,,,,,,,
,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Area.BlkSub,Height,IR,S.N,BlkRatio,rawArea
19,170516_Smp_SPEpH5_1,Alanine,11.03,comparable to blk,NA,25669,38486,NA,20.33735057,0.935492707,397924
20,170516_Smp_SPEpH5_2,Alanine,11.17,comparable to blk,NA,-160550,15872,NA,16.31984948,1.758366595,211705
21,170516_Smp_SPEpH5_3,Alanine,11.04,comparable to blk,NA,-7492,26424,NA,218.2501489,1.020539364,364763
22,170516_Smp_SPEpH8_1,Alanine,11.07,comparable to blk,NA,550175,44017,NA,140.234717,0.403559078,922430
23,170516_Smp_SPEpH8_2,Alanine,11.08,comparable to blkbad S/N,NA,-217581,23997,NA,1.357880952,2.40670701,154674
24,170516_Smp_SPEpH8_3,Alanine,10.9,,1908867,1536612,92397,NA,Inf,0.195013587,1908867
25,170516_Poo_TruePoo_Full1,Arginine,18.225,comparable to blk,NA,-81397684,1061679,3.787787637,10.66801922,2.243315978,65468220
26,170516_Poo_TruePoo_Full2,Arginine,18.305,comparable to blk,NA,-103232124,835565,3.454326955,8.694405331,3.365876255,43633780
27,170516_Poo_TruePoo_Full3,Arginine,18.295,comparable to blk,NA,-119819794,810574,3.476120693,9.975128515,5.430204344,27046110
28,170516_Poo_TruePoo_Half1,Arginine,18.22,comparable to blk,NA,-71786080,1033007,3.837702231,12.66447074,1.956130105,75079824
29,170516_Poo_TruePoo_Half2,Arginine,18.32,comparable to blk,NA,-105093876,643500,3.525643741,7.336318555,3.51589116,41772028
30,170516_Poo_TruePoo_Half3,Arginine,18.315,comparable to blk,NA,-125385136,611329,3.393511989,6.055034604,6.837088134,21480768
31,170516_Smp_EtACpH2_1,Arginine,18.37,comparable to blk,NA,-125233556,234490,3.492825711,4.422436979,6.789179982,21632348
32,170516_Smp_EtACpH2_2,Arginine,NA,Bad RT,NA,-125800138,172334,3.397778725,5.05459892,6.971780851,21065766
33,170516_Smp_EtACpH2_3,Arginine,NA,Bad RT,NA,-126492468,172963,3.500270422,4.669538582,7.208695872,20373436
34,170516_Smp_EtACpH5_1,Arginine,NA,Bad RT,NA,-125602540,215604,3.502528554,5.678974133,6.906992892,21263364
35,170516_Smp_EtACpH5_2,Arginine,NA,Bad RT,NA,-128809770,183246,3.341413043,4.467042887,8.133851023,18056134
36,170516_Smp_EtACpH5_3,Arginine,NA,Bad RTbad S/N,NA,-127807128,184070,3.674502252,3.774353833,7.705946279,19058776
37,170516_Smp_EtACpH8_1,Arginine,NA,Bad RT,NA,-105960708,378293,3.622852139,7.699317624,3.590397269,40905196
38,170516_Smp_EtACpH8_2,Arginine,NA,Bad RT,NA,-114323954,268253,3.793940738,6.614593826,4.513125489,32541950
39,170516_Smp_EtACpH8_3,Arginine,NA,Bad RT,NA,-113981158,271975,3.806504456,4.811270368,4.466079927,32884746
40,170516_Smp_SPEpH2_1,Arginine,18.345,comparable to blk,NA,-127225518,379031,3.552091189,5.455001401,7.477750386,19640386
41,170516_Smp_SPEpH2_2,Arginine,18.315,comparable to blk,NA,-127837008,450837,3.440397308,5.343787715,7.718046491,19028896
42,170516_Smp_SPEpH2_3,Arginine,18.26,comparable to blk,NA,-27114360,4186079,3.402470568,23.81162545,1.226421799,119751544
43,170516_Smp_SPEpH5_1,Arginine,18.205,comparable to blk,NA,-94202872,922016,3.681980755,8.968106411,2.788785575,52663032
44,170516_Smp_SPEpH5_2,Arginine,18.26,comparable to blk,NA,-117072474,390769,3.710006987,6.075484671,4.92947284,29793430
45,170516_Smp_SPEpH5_3,Arginine,18.245,comparable to blk,NA,-24901024,3331276,3.461767056,15.60639228,1.204165527,121964880
46,170516_Smp_SPEpH8_1,Arginine,18.21,comparable to blk,356131712,209265808,9427292,3.417884372,30.84562879,0.412392098,356131712
47,170516_Smp_SPEpH8_2,Arginine,18.23,comparable to blk,NA,-92007300,880356,3.535330977,10.58786243,2.677171734,54858604
48,170516_Smp_SPEpH8_3,Arginine,18.145,comparable to blk,NA,-87488816,872868,3.333127206,10.41907385,2.473444033,59377088
49,170516_Poo_TruePoo_Full1,Asparagine,11.81,Bad IRcomparable to blkbad S/N,NA,10971,21512,6.285535379,2.993888184,0.915927169,130494
50,170516_Poo_TruePoo_Full2,Asparagine,NA,Bad RTBad IR,NA,246684,24386,2.312044245,7.235751869,0.326380981,366207
51,170516_Poo_TruePoo_Full3,Asparagine,11.54,comparable to blkbad S/N,NA,29607,18834,1.084794832,1.400866622,0.801468517,149130
52,170516_Poo_TruePoo_Half1,Asparagine,11.865,Bad IRcomparable to blkbad S/N,NA,8321,22542,1.553163573,1.454474033,0.934912863,127844
53,170516_Poo_TruePoo_Half2,Asparagine,11.675,Bad IRcomparable to blkbad S/N,NA,-10615,21065,3.983904598,1.764588599,1.097467587,108908
54,170516_Poo_TruePoo_Half3,Asparagine,11.59,Bad IRcomparable to blk,NA,262398,18617,2.765379268,190.6330685,0.312952155,381921
55,170516_Smp_EtACpH2_1,Asparagine,11.77,Bad IRcomparable to blkbad S/N,NA,-56271,10038,1.594775856,2.485311729,1.889631948,63252
56,170516_Smp_EtACpH2_2,Asparagine,11.93,No second trace,NA,NA,NA,NA,NA,NA,NA
57,170516_Smp_EtACpH2_3,Asparagine,11.87,No second tracecomparable to blk,NA,-16972,18943,NA,23.15402895,1.165498142,102551
58,170516_Smp_EtACpH5_1,Asparagine,11.91,No second tracecomparable to blk,NA,-5547,19839,NA,28.29310345,1.048668141,113976
59,170516_Smp_EtACpH5_2,Asparagine,11.76,Bad IRcomparable to blkbad S/N,NA,67070,15201,1.9081185,3.103167268,0.640554576,186593
60,170516_Smp_EtACpH5_3,Asparagine,11.64,No second trace,NA,NA,NA,NA,NA,NA,NA
61,170516_Smp_EtACpH8_1,Asparagine,NA,Bad RTBad IRbad S/N,NA,184793,29613,2.920330883,2.974449642,0.3927595,304316
62,170516_Smp_EtACpH8_2,Asparagine,11.91,No second tracecomparable to blk,NA,-32214,15807,NA,7.361774993,1.368965399,87309
63,170516_Smp_EtACpH8_3,Asparagine,11.685,Bad IRcomparable to blkbad S/N,NA,118842,19568,1.653991604,3.546933935,0.501428482,238365
64,170516_Smp_SPEpH2_1,Asparagine,11.84,comparable to blk,NA,7063,11092,1.424042659,6.073790533,0.94420394,126586
65,170516_Smp_SPEpH2_2,Asparagine,NA,Bad RTBad IRbad S/N,NA,-79660,10659,2.298109074,1.45702919,2.998344329,39863
66,170516_Smp_SPEpH2_3,Asparagine,11.91,No second tracecomparable to blk,NA,65823,36723,NA,157.5422297,0.6448642,185346
67,170516_Smp_SPEpH5_1,Asparagine,11.38,No second trace,NA,NA,NA,NA,NA,NA,NA
68,170516_Smp_SPEpH5_2,Asparagine,11.675,Bad IRcomparable to blk,NA,198737,22555,4.154884529,10.02327691,0.375551436,318260
69,170516_Smp_SPEpH5_3,Asparagine,11.91,No second tracecomparable to blk,NA,-14635,14060,NA,18.53979933,1.139529784,104888
70,170516_Smp_SPEpH8_1,Asparagine,11.91,,NA,68959,17557,2.607123591,2.56790031,0.634134825,356131712
71,170516_Smp_SPEpH8_2,Asparagine,11.82,No second tracecomparable to blk,NA,60815,14385,NA,89.05566406,0.662772128,180338
72,170516_Smp_SPEpH8_3,Asparagine,11.88,Bad IRcomparable to blk,NA,36086,22209,7.796042084,5.52641224,0.768098246,155609
73,170516_Poo_TruePoo_Full1,Aspartic acid,NA,Bad RT,NA,140682,25616,0.921279836,15.11458583,0.658975049,412527
74,170516_Poo_TruePoo_Full2,Aspartic acid,NA,Bad RT,NA,165101,21390,1.217133339,4.684509655,0.622147817,436946
75,170516_Poo_TruePoo_Full3,Aspartic acid,NA,Bad RTBad IRbad S/N,NA,-144744,14186,1.806130279,2.722422485,2.138810867,127101
76,170516_Poo_TruePoo_Half1,Aspartic acid,11.82,Bad IRcomparable to blkbad S/N,NA,128699,25836,6.82520533,2.352586009,0.678689482,400544
77,170516_Poo_TruePoo_Half2,Aspartic acid,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
78,170516_Poo_TruePoo_Half3,Aspartic acid,NA,Bad RTbad S/N,NA,-50403,16660,1.031329902,3.835328613,1.227612648,221442
79,170516_Smp_EtACpH2_1,Aspartic acid,NA,Bad RTNo second trace,NA,-174010,10325,NA,5.867655107,2.778606838,97835
80,170516_Smp_EtACpH2_2,Aspartic acid,NA,Bad RTNo second trace,NA,-202388,10605,NA,14.27542049,3.913860374,69457
81,170516_Smp_EtACpH2_3,Aspartic acid,NA,Bad RT,NA,-95497,12516,0.759668818,15.79305427,1.541525847,176348
82,170516_Smp_EtACpH5_1,Aspartic acid,NA,Bad RT,NA,-66178,14610,1.298648734,119.1315336,1.321772574,205667
83,170516_Smp_EtACpH5_2,Aspartic acid,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
84,170516_Smp_EtACpH5_3,Aspartic acid,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
85,170516_Smp_EtACpH8_1,Aspartic acid,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
86,170516_Smp_EtACpH8_2,Aspartic acid,NA,Bad RTNo second trace,NA,-22307,28974,NA,15.78918983,1.089393199,249538
87,170516_Smp_EtACpH8_3,Aspartic acid,NA,Bad RTBad IRbad S/N,NA,-180252,11377,0.317184324,2.403165022,2.967966984,91593
88,170516_Smp_SPEpH2_1,Aspartic acid,NA,Bad RTNo second tracebad S/N,NA,-54885,19064,NA,2.227322868,1.252972898,216960
89,170516_Smp_SPEpH2_2,Aspartic acid,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
90,170516_Smp_SPEpH2_3,Aspartic acid,NA,Bad RTBad IRbad S/N,NA,125670,19041,0.621518261,3.300660366,0.683860986,397515
91,170516_Smp_SPEpH5_1,Aspartic acid,NA,Bad RTNo second trace,NA,-124900,27981,NA,7.721480194,1.849977883,146945
92,170516_Smp_SPEpH5_2,Aspartic acid,12.42,No second trace,NA,NA,NA,NA,NA,NA,NA
93,170516_Smp_SPEpH5_3,Aspartic acid,NA,Bad RTNo second trace,NA,-135432,13747,NA,9.907731488,1.992808603,136413
94,170516_Smp_SPEpH8_1,Aspartic acid,NA,Bad RTBad IRbad S/N,NA,-208778,20559,0.290148647,1.275998337,4.310415907,63067
95,170516_Smp_SPEpH8_2,Aspartic acid,NA,Bad RTNo second tracebad S/N,NA,-142379,11695,NA,3.005110891,2.099740472,129466
96,170516_Smp_SPEpH8_3,Aspartic acid,NA,Bad RTNo second trace,NA,74277,20435,NA,29.63825914,0.785402257,346122
97,170516_Poo_TruePoo_Full1,Cystine,13.12,No second trace,NA,NA,NA,NA,NA,NA,NA
98,170516_Poo_TruePoo_Full2,Cystine,13.13,Bad IRcomparable to blk,NA,-12315,4704,6.403145531,Inf,1.382893387,32163
99,170516_Poo_TruePoo_Full3,Cystine,13.055,Bad IRcomparable to blk,NA,24757,5490,18.44790834,Inf,0.642420741,69235
100,170516_Poo_TruePoo_Half1,Cystine,12.89,No second trace,NA,NA,NA,NA,NA,NA,NA
101,170516_Poo_TruePoo_Half2,Cystine,13.1,No second trace,NA,NA,NA,NA,NA,NA,NA
102,170516_Poo_TruePoo_Half3,Cystine,NA,Bad RTBad IR,NA,4525,8274,2.53271656,Inf,0.907658715,49003
103,170516_Smp_EtACpH2_1,Cystine,13.03,No second tracecomparable to blk,NA,-23420,2592,NA,Inf,2.112166398,21058
104,170516_Smp_EtACpH2_2,Cystine,13.13,No second tracetoo small,NA,-44160,85,NA,Inf,139.8679245,318
105,170516_Smp_EtACpH2_3,Cystine,NA,Bad RTBad IR,NA,-9965,5910,2.699702753,Inf,1.288731782,34513
106,170516_Smp_EtACpH5_1,Cystine,13.15,No second tracecomparable to blk,NA,-34520,2999,NA,Inf,4.46655955,9958
107,170516_Smp_EtACpH5_2,Cystine,NA,Bad RTBad IR,NA,-15663,7499,1.647136161,Inf,1.543571057,28815
108,170516_Smp_EtACpH5_3,Cystine,13.01,No second tracecomparable to blk,NA,-13419,4581,NA,Inf,1.432048682,31059
109,170516_Smp_EtACpH8_1,Cystine,12.995,Bad IRcomparable to blk,NA,-8566,6697,25.29014085,Inf,1.238527512,35912
110,170516_Smp_EtACpH8_2,Cystine,NA,Bad RTBad IR,NA,-12743,5862,4.171267087,Inf,1.401544037,31735
111,170516_Smp_EtACpH8_3,Cystine,13,comparable to blk,NA,-14541,3286,1.290054296,Inf,1.485720012,29937
112,170516_Smp_SPEpH2_1,Cystine,13.185,Bad IRtoo small,NA,-44060,80,0.058535219,Inf,106.4066986,418
113,170516_Smp_SPEpH2_2,Cystine,13.12,No second tracecomparable to blk,NA,7198,11207,NA,Inf,0.860709033,51676
114,170516_Smp_SPEpH2_3,Cystine,13.05,No second tracetoo small,NA,-42431,630,NA,Inf,21.728383,2047
115,170516_Smp_SPEpH5_1,Cystine,13.19,No second tracecomparable to blk,NA,20081,5378,NA,Inf,0.688951192,64559
116,170516_Smp_SPEpH5_2,Cystine,12.42,No second tracecomparable to blk,NA,65465,5885,NA,Inf,0.404555088,109943
117,170516_Smp_SPEpH5_3,Cystine,13.07,No second tracecomparable to blk,NA,2430,7193,NA,Inf,0.94819647,46908
118,170516_Smp_SPEpH8_1,Cystine,12.71,,450292,405814,27674,0.944400401,4.387997713,0.098775905,450292
119,170516_Smp_SPEpH8_2,Cystine,12.715,,252566,208088,13675,1.27634651,3.872973803,0.176104464,252566
120,170516_Smp_SPEpH8_3,Cystine,12.695,,376072,331594,28002,1.372435387,Inf,0.118269906,376072
121,170516_Poo_TruePoo_Full1,Glutamic acid,NA,Bad RTBad IRbad S/N,NA,-2876032,23161,0.215780893,2.276649617,13.78929909,224878
122,170516_Poo_TruePoo_Full2,Glutamic acid,12.115,Bad IRcomparable to blkbad S/N,NA,-2714173,28530,0.586406734,2.374195176,8.018136356,386737
123,170516_Poo_TruePoo_Full3,Glutamic acid,12.39,No second trace,NA,NA,NA,NA,NA,NA,NA
124,170516_Poo_TruePoo_Half1,Glutamic acid,NA,Bad RTBad IRbad S/N,NA,-3071588,4003,0.034054839,1.259064885,105.7537003,29322
125,170516_Poo_TruePoo_Half2,Glutamic acid,11.86,Bad IRcomparable to blk,NA,-2458391,40448,7.071527625,5.661542145,4.826176347,642519
126,170516_Poo_TruePoo_Half3,Glutamic acid,12.4,Bad IRcomparable to blkbad S/N,NA,-3020315,10686,0.142463211,3.722712071,38.47521558,80595
127,170516_Smp_EtACpH2_1,Glutamic acid,12.32,No second tracecomparable to blk,NA,-2976272,12593,NA,Inf,24.87933054,124638
128,170516_Smp_EtACpH2_2,Glutamic acid,NA,Bad RTBad IRbad S/N,NA,-3057889,8838,0.16639013,1.56758183,72.07898468,43021
129,170516_Smp_EtACpH2_3,Glutamic acid,12.285,Bad IRcomparable to blk,NA,-2756045,19082,0.547318755,4.441594731,8.991663405,344865
130,170516_Smp_EtACpH5_1,Glutamic acid,12.23,Bad IRcomparable to blk,NA,-2820976,27796,0.689338104,6.237305893,11.07728965,279934
131,170516_Smp_EtACpH5_2,Glutamic acid,12.325,Bad IRcomparable to blkbad S/N,NA,-2998704,12981,0.233598764,2.004807456,30.33980393,102206
132,170516_Smp_EtACpH5_3,Glutamic acid,12.32,Bad IRcomparable to blkbad S/N,NA,-2990412,9158,1.074036994,2.515560493,28.06304187,110498
133,170516_Smp_EtACpH8_1,Glutamic acid,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
134,170516_Smp_EtACpH8_2,Glutamic acid,12.13,No second trace,NA,NA,NA,NA,NA,NA,NA
135,170516_Smp_EtACpH8_3,Glutamic acid,NA,Bad RTNo second tracebad S/N,NA,-2961339,17844,NA,3.97491261,22.21743772,139571
136,170516_Smp_SPEpH2_1,Glutamic acid,12.24,No second tracecomparable to blk,NA,-2989722,18126,NA,9.015860428,27.88889089,111188
137,170516_Smp_SPEpH2_2,Glutamic acid,12.24,No second trace,NA,NA,NA,NA,NA,NA,NA
138,170516_Smp_SPEpH2_3,Glutamic acid,12.14,No second trace,NA,NA,NA,NA,NA,NA,NA
139,170516_Smp_SPEpH5_1,Glutamic acid,12.39,No second trace,NA,NA,NA,NA,NA,NA,NA
140,170516_Smp_SPEpH5_2,Glutamic acid,12.41,No second tracecomparable to blk,NA,-2813681,17252,NA,30.66935234,10.79595027,287229
141,170516_Smp_SPEpH5_3,Glutamic acid,12.01,No second tracecomparable to blk,NA,-2760623,30643,NA,4.935409631,9.112631396,340287
142,170516_Smp_SPEpH8_1,Glutamic acid,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
143,170516_Smp_SPEpH8_2,Glutamic acid,12.205,Bad IRcomparable to blkbad S/N,NA,-2960464,16819,0.692124975,3.060050458,22.07901969,140446
144,170516_Smp_SPEpH8_3,Glutamic acid,12.17,No second tracecomparable to blk,NA,-2561211,50684,NA,15.01524359,5.745628582,539699
145,170516_Poo_TruePoo_Full1,Glutamine,11.07,,751810,455587,34285,0.384590004,1.405803156,0.394013115,751810
146,170516_Poo_TruePoo_Full2,Glutamine,10.905,,640051,343828,36328,0.320618966,1.510937176,0.462811557,640051
147,170516_Poo_TruePoo_Full3,Glutamine,11.1,,530738,234515,47865,0.198912823,1.360597352,0.558134145,530738
148,170516_Poo_TruePoo_Half1,Glutamine,11.275,comparable to blkbad S/N,NA,162749,32911,0.71242173,1.482438788,0.645405384,458972
149,170516_Poo_TruePoo_Half2,Glutamine,11.255,Bad IRcomparable to blkbad S/N,NA,82186,26044,0.423261136,1.360133315,0.78281172,378409
150,170516_Poo_TruePoo_Half3,Glutamine,10.98,Bad IRcomparable to blkbad S/N,NA,256031,29926,0.394785509,1.723652555,0.536389053,552254
151,170516_Smp_EtACpH2_1,Glutamine,11.61,No second tracecomparable to blkbad S/N,NA,-124477,20833,NA,2.854948805,1.724773794,171746
152,170516_Smp_EtACpH2_2,Glutamine,11.66,No second tracecomparable to blkbad S/N,NA,-264165,8369,NA,1.157935186,9.24022085,32058
153,170516_Smp_EtACpH2_3,Glutamine,11.49,No second tracecomparable to blk,NA,-21972,34679,NA,5.709546134,1.08011639,274251
154,170516_Smp_EtACpH5_1,Glutamine,11.66,No second trace,NA,NA,NA,NA,NA,NA,NA
155,170516_Smp_EtACpH5_2,Glutamine,11.51,Bad IRcomparable to blkbad S/N,NA,-103089,23302,2.020251258,1.93535514,1.5337693,193134
156,170516_Smp_EtACpH5_3,Glutamine,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
157,170516_Smp_EtACpH8_1,Glutamine,11.705,Bad IRcomparable to blkbad S/N,NA,-144079,27759,1.694291632,1.537127323,1.946991009,152144
158,170516_Smp_EtACpH8_2,Glutamine,11.515,Bad IRcomparable to blkbad S/N,NA,-58461,23514,1.556472044,2.20649725,1.245880334,237762
159,170516_Smp_EtACpH8_3,Glutamine,11.64,No second trace,NA,NA,NA,NA,NA,NA,NA
160,170516_Smp_SPEpH2_1,Glutamine,11.07,Bad IRcomparable to blkbad S/N,NA,-39939,47053,0.02846133,1.151273004,1.155838835,256284
161,170516_Smp_SPEpH2_2,Glutamine,11.115,Bad IRcomparable to blkbad S/N,NA,807483,71633,0.105143807,1.981996386,0.268389408,1103706
162,170516_Smp_SPEpH2_3,Glutamine,11.07,Bad IRcomparable to blkbad S/N,NA,599576,56436,0.105903306,1.808105056,0.330680208,895799
163,170516_Smp_SPEpH5_1,Glutamine,11.28,,2320031,2023808,151385,1.483182407,8.494777954,0.127680622,2320031
164,170516_Smp_SPEpH5_2,Glutamine,11.185,,978722,682499,47647,0.566931387,2.174526066,0.302663065,978722
165,170516_Smp_SPEpH5_3,Glutamine,11.135,,293462,-2761,32181,0.073750292,1.141763877,1.009408373,293462
166,170516_Smp_SPEpH8_1,Glutamine,11.41,,2590856,2294633,151608,1.376260602,4.025481552,0.114334027,2590856
167,170516_Smp_SPEpH8_2,Glutamine,11.345,,1571774,1275551,105902,0.919185433,2.697497451,0.188464118,1571774
168,170516_Smp_SPEpH8_3,Glutamine,11.39,,2913476,2617253,211133,1.125565202,6.425548239,0.101673396,2913476
169,170516_Poo_TruePoo_Full1,Histidine,10.99,comparable to blk,NA,25789628,2693750,NA,6.527252628,0.570462489,60040456
170,170516_Poo_TruePoo_Full2,Histidine,10.84,comparable to blk,NA,34951748,3293385,NA,8.638463353,0.494935738,69202576
171,170516_Poo_TruePoo_Full3,Histidine,10.76,comparable to blk,NA,32038640,2969890,NA,7.730950997,0.516685818,66289468
172,170516_Poo_TruePoo_Half1,Histidine,10.96,comparable to blkbad S/N,NA,-3972966,1283246,NA,3.866220503,1.131216861,30277862
173,170516_Poo_TruePoo_Half2,Histidine,10.84,comparable to blk,NA,2665616,1599324,NA,4.499073917,0.927793262,36916444
174,170516_Poo_TruePoo_Half3,Histidine,10.75,comparable to blk,NA,1904156,1641702,NA,5.040107654,0.947333513,36154984
175,170516_Smp_EtACpH2_1,Histidine,10.75,comparable to blkbad S/N,NA,-13661764,838907,NA,3.081803954,1.663544686,20589064
176,170516_Smp_EtACpH2_2,Histidine,10.84,comparable to blkbad S/N,NA,-19725585,542810,NA,2.440201504,2.358020998,14525243
177,170516_Smp_EtACpH2_3,Histidine,10.78,comparable to blkbad S/N,NA,-19248433,722382,NA,3.158265831,2.28302401,15002395
178,170516_Smp_EtACpH5_1,Histidine,10.86,comparable to blkbad S/N,NA,-23225561,470817,NA,2.194877465,3.106575832,11025267
179,170516_Smp_EtACpH5_2,Histidine,10.82,comparable to blkbad S/N,NA,-17644978,688610,NA,2.499439218,2.06257602,16605850
180,170516_Smp_EtACpH5_3,Histidine,10.72,comparable to blkbad S/N,NA,-14290810,708285,NA,3.264767924,1.715971799,19960018
181,170516_Smp_EtACpH8_1,Histidine,10.75,comparable to blkbad S/N,NA,-29599172,152766,NA,1.565727443,7.363147232,4651656
182,170516_Smp_EtACpH8_2,Histidine,10.9,comparable to blkbad S/N,NA,-7309470,1016436,NA,3.36978603,1.271310377,26941358
183,170516_Smp_EtACpH8_3,Histidine,10.88,comparable to blkbad S/N,NA,-12880108,1033996,NA,2.656690295,1.602698833,21370720
184,170516_Smp_SPEpH2_1,Histidine,10.78,comparable to blk,NA,25842620,2704993,NA,5.713359108,0.569959441,60093448
185,170516_Smp_SPEpH2_2,Histidine,10.71,comparable to blk,NA,5856628,1805853,NA,5.459572594,0.853976577,40107456
186,170516_Smp_SPEpH2_3,Histidine,10.75,comparable to blk,NA,25205940,2713500,NA,6.973519374,0.576062728,59456768
187,170516_Smp_SPEpH5_1,Histidine,10.84,comparable to blk,NA,31994132,3642432,NA,6.400787686,0.517032964,66244960
188,170516_Smp_SPEpH5_2,Histidine,10.79,comparable to blk,NA,25521132,2636013,NA,6.782945138,0.57302501,59771960
189,170516_Smp_SPEpH5_3,Histidine,10.88,comparable to blk,NA,22588212,2603162,NA,6.238491805,0.602593358,56839040
190,170516_Smp_SPEpH8_1,Histidine,10.94,,257370320,223119492,13403773,NA,13.79827141,0.133079945,257370320
191,170516_Smp_SPEpH8_2,Histidine,10.92,,157912624,123661796,8698378,NA,14.48570224,0.216897339,157912624
192,170516_Smp_SPEpH8_3,Histidine,10.94,,251602640,217351812,15046746,NA,17.92871518,0.136130638,251602640
193,170516_Poo_TruePoo_Full1,Lysine,17.64,comparable to blk,NA,42231,42670,1.711695489,5.15986028,0.966546311,1262372
194,170516_Poo_TruePoo_Full2,Lysine,17.69,Bad IRcomparable to blk,NA,198723,52155,1.121384295,6.253553616,0.859942179,1418864
195,170516_Poo_TruePoo_Full3,Lysine,17.725,Bad IRcomparable to blk,NA,232483,57285,1.104999038,4.765362144,0.83995652,1452624
196,170516_Poo_TruePoo_Half1,Lysine,17.62,Bad IRcomparable to blkbad S/N,NA,-437198,25511,0.866686592,3.350615468,1.558403358,782943
197,170516_Poo_TruePoo_Half2,Lysine,17.735,Bad IRcomparable to blkbad S/N,NA,-432224,26276,0.768926064,3.403013843,1.548565395,787917
198,170516_Poo_TruePoo_Half3,Lysine,17.79,comparable to blkbad S/N,NA,-469560,27896,1.482055343,3.619115913,1.625595372,750581
199,170516_Smp_EtACpH2_1,Lysine,17.785,Bad IRcomparable to blkbad S/N,NA,-874805,8078,0.677880397,2.299657902,3.533199551,345336
200,170516_Smp_EtACpH2_2,Lysine,17.86,Bad IRcomparable to blkbad S/N,NA,-1004944,6567,0.416819038,1.712450174,5.669879227,215197
201,170516_Smp_EtACpH2_3,Lysine,17.895,comparable to blkbad S/N,NA,-942407,7381,1.871989647,2.165470705,4.393199968,277734
202,170516_Smp_EtACpH5_1,Lysine,17.915,Bad IRcomparable to blkbad S/N,NA,-869349,7654,0.663628435,2.623713798,3.478246368,350792
203,170516_Smp_EtACpH5_2,Lysine,17.785,Bad IRcomparable to blkbad S/N,NA,-921730,7532,0.611475396,2.346134067,4.088793644,298411
204,170516_Smp_EtACpH5_3,Lysine,17.76,Bad IRcomparable to blkbad S/N,NA,-894962,7934,0.636035747,2.306223036,3.752213396,325179
