# Hello! welcome to your data! Overload height: 1e+08. RT flexibility: 0.4. Ion ratio flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N threshold: 4. Minimum peak height: 100. Processed on: 2017-07-26 12:10:45,,,,,,,,,,,
,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Area.BlkSub,Height,IR,S.N,BlkRatio,rawArea
32,170724_Smp_SPEpH8-spikeafter_3b,Phenylalanine,1.4,,110336376,110126654,24672698,5.290921834,9.157443083,0.001900751,110336376
33,170724_Smp_SPEpH8-spikeafter_3c,Phenylalanine,1.405,,112554960,112345238,24750556,5.345222014,9.76025617,0.001863285,112554960
34,170724_Smp_SPEpH8-spikebefore_1,Phenylalanine,1.37,,331113824,330904102,68964840,5.652527891,9.633735967,0.000633383,331113824
35,170724_Smp_SPEpH8-spikebefore_2,Phenylalanine,1.38,,355299872,355090150,76201568,5.540637825,9.504881751,0.000590268,355299872
36,170724_Smp_SPEpH8-spikebefore_3,Phenylalanine,1.39,,395407072,395197350,77985968,5.294431429,10.48476238,0.000530395,395407072
37,170724_Poo_TruePoo_Full1,Tryptophan,2.475,,24607586,24595833,2438945,3.031045956,11.16249864,0.000477617,24607586
38,170724_Poo_TruePoo_Full2,Tryptophan,2.475,,23465546,23453793,2535594,3.096772516,12.51253815,0.000500862,23465546
39,170724_Poo_TruePoo_Full3,Tryptophan,2.48,,21559806,21548053,2267445,2.961181121,10.47491367,0.000545135,21559806
40,170724_Poo_TruePoo_Half1,Tryptophan,2.46,,11086239,11074486,1303224,2.996626638,11.57500114,0.001060143,11086239
41,170724_Poo_TruePoo_Half2,Tryptophan,2.465,,9559122,9547369,1070425,3.117083316,9.672151671,0.001229506,9559122
42,170724_Poo_TruePoo_Half3,Tryptophan,2.465,,9234477,9222724,1076375,3.318003063,20.96432162,0.00127273,9234477
43,170724_Smp_SPEpH2-nospike_1,Tryptophan,2.405,,4521722,4509969,374355,4.032981147,7.362331892,0.002599231,4521722
44,170724_Smp_SPEpH2-nospike_2,Tryptophan,2.445,,4410060,4398307,354179,4.689787038,9.662139893,0.002665043,4410060
45,170724_Smp_SPEpH2-nospike_3,Tryptophan,2.45,,3209428,3197675,278679,2.450173222,3.775846352,0.003662023,3209428
46,170724_Smp_SPEpH2-spikeafter_1a,Tryptophan,2.48,,46622916,46611163,4462073,4.023367208,24.72025284,0.000252086,46622916
47,170724_Smp_SPEpH2-spikeafter_1b,Tryptophan,2.48,,42802300,42790547,4267727,3.914754759,18.6472965,0.000274588,42802300
48,170724_Smp_SPEpH2-spikeafter_1c,Tryptophan,2.48,,43318768,43307015,4078690,3.644949905,12.77174982,0.000271314,43318768
49,170724_Smp_SPEpH2-spikeafter_2a,Tryptophan,2.485,,26717606,26705853,2668248,3.666186077,18.53238795,0.000439897,26717606
50,170724_Smp_SPEpH2-spikeafter_2b,Tryptophan,2.48,,26648204,26636451,2493345,4.363156302,13.28523773,0.000441043,26648204
51,170724_Smp_SPEpH2-spikeafter_2c,Tryptophan,2.485,,25248452,25236699,2540624,3.728296404,12.83821582,0.000465494,25248452
52,170724_Smp_SPEpH2-spikeafter_3a,Tryptophan,2.49,,13761409,13749656,1259713,3.594054695,8.749741092,0.000854055,13761409
53,170724_Smp_SPEpH2-spikeafter_3b,Tryptophan,2.5,,13414915,13403162,1239420,3.533140754,9.666604001,0.000876114,13414915
54,170724_Smp_SPEpH2-spikeafter_3c,Tryptophan,2.5,,12846406,12834653,1257250,3.858054162,10.92920544,0.000914886,12846406
55,170724_Smp_SPEpH2-spikebefore_1,Tryptophan,2.455,,28578084,28566331,2676846,4.093575263,11.52518369,0.000411259,28578084
56,170724_Smp_SPEpH2-spikebefore_2,Tryptophan,2.46,,39861356,39849603,3869228,3.766132809,14.53296298,0.000294847,39861356
57,170724_Smp_SPEpH2-spikebefore_3,Tryptophan,2.45,,33517842,33506089,3071935,3.94943572,17.62373677,0.000350649,33517842
58,170724_Smp_SPEpH8-nospike_1,Tryptophan,2.42,,3362914,3351161,310200,0.706125305,3.10171091,0.003494886,3362914
59,170724_Smp_SPEpH8-nospike_2,Tryptophan,2.415,,3037993,3026240,281993,0.585388379,2.931753251,0.003868673,3037993
60,170724_Smp_SPEpH8-nospike_3,Tryptophan,2.42,Bad IR,4384101,4372348,450476,0.909577732,5.842566103,0.002680823,4384101
61,170724_Smp_SPEpH8-spikeafter_1a,Tryptophan,2.465,Bad IR,35358432,35346679,4258200,2.324233516,8.443275557,0.000332396,35358432
62,170724_Smp_SPEpH8-spikeafter_1b,Tryptophan,2.475,Bad IR,34635220,34623467,4256467,2.346567252,11.12263109,0.000339337,34635220
63,170724_Smp_SPEpH8-spikeafter_1c,Tryptophan,2.48,Bad IR,34558460,34546707,4089442,2.440442534,10.60460664,0.00034009,34558460
64,170724_Smp_SPEpH8-spikeafter_2a,Tryptophan,2.46,Bad IR,18422484,18410731,2133967,2.319340731,9.649999742,0.00063797,18422484
65,170724_Smp_SPEpH8-spikeafter_2b,Tryptophan,2.46,Bad IR,14817749,14805996,1978969,2.215797477,4.627058491,0.00079317,14817749
66,170724_Smp_SPEpH8-spikeafter_2c,Tryptophan,2.48,Bad IR,17345136,17333383,2166578,2.309576418,9.983174741,0.000677596,17345136
67,170724_Smp_SPEpH8-spikeafter_3a,Tryptophan,2.465,Bad IR,12651651,12639898,1451610,1.793917414,10.66864268,0.00092897,12651651
68,170724_Smp_SPEpH8-spikeafter_3b,Tryptophan,2.475,Bad IR,12800414,12788661,1390139,1.774568347,9.413802396,0.000918173,12800414
69,170724_Smp_SPEpH8-spikeafter_3c,Tryptophan,2.48,Bad IR,12148653,12136900,1350470,1.807546383,9.905468417,0.000967432,12148653
70,170724_Smp_SPEpH8-spikebefore_1,Tryptophan,2.415,Bad IR,33053808,33042055,3466616,2.629809132,15.50463195,0.000355572,33053808
71,170724_Smp_SPEpH8-spikebefore_2,Tryptophan,2.435,,35829404,35817651,3612715,2.842313172,7.696596697,0.000328027,35829404
72,170724_Smp_SPEpH8-spikebefore_3,Tryptophan,2.45,Bad IR,40556828,40545075,4267448,2.623433466,8.978917171,0.000289791,40556828
73,170724_Poo_TruePoo_Full1,Kynurenine,1.515,,5146116,5146116,851301,1.669475882,3.273450225,0,5146116
74,170724_Poo_TruePoo_Full2,Kynurenine,1.505,,4277765,4277765,737904,1.481221081,2.916418851,0,4277765
75,170724_Poo_TruePoo_Full3,Kynurenine,1.51,,4183220,4183220,722573,1.386481079,2.717944243,0,4183220
76,170724_Poo_TruePoo_Half1,Kynurenine,1.505,,2577616,2577616,501438,1.565110209,3.180034405,0,2577616
77,170724_Poo_TruePoo_Half2,Kynurenine,1.505,,2304298,2304298,414597,1.621759452,3.426621567,0,2304298
78,170724_Poo_TruePoo_Half3,Kynurenine,1.505,,2257361,2257361,412289,1.747064441,5.06212784,0,2257361
79,170724_Smp_SPEpH2-nospike_1,Kynurenine,1.315,,NA,79601,48216,1.208125911,1.102144101,0,79601
80,170724_Smp_SPEpH2-nospike_2,Kynurenine,1.345,,NA,3190,0,0.270361895,1.00304881,0,3190
81,170724_Smp_SPEpH2-nospike_3,Kynurenine,1.375,,NA,163390,43729,5.688868772,1.226341126,0,163390
82,170724_Smp_SPEpH2-spikeafter_1a,Kynurenine,1.515,,9217979,9217979,1560300,1.476353229,4.231897406,0,9217979
83,170724_Smp_SPEpH2-spikeafter_1b,Kynurenine,1.51,,7724580,7724580,1372892,1.296385648,4.303239788,0,7724580
84,170724_Smp_SPEpH2-spikeafter_1c,Kynurenine,1.52,,7916451,7916451,1310219,1.400152989,4.480696557,0,7916451
85,170724_Smp_SPEpH2-spikeafter_2a,Kynurenine,1.515,,5070255,5070255,763425,1.474152173,3.062513805,0,5070255
86,170724_Smp_SPEpH2-spikeafter_2b,Kynurenine,1.52,,4809254,4809254,713976,1.403614649,2.721744423,0,4809254
87,170724_Smp_SPEpH2-spikeafter_2c,Kynurenine,1.52,,4271492,4271492,736810,1.27720689,2.468991884,0,4271492
88,170724_Smp_SPEpH2-spikeafter_3a,Kynurenine,1.515,,2709966,2709966,504343,1.45093399,1.975581711,0,2709966
89,170724_Smp_SPEpH2-spikeafter_3b,Kynurenine,1.51,,2798835,2798835,459604,1.265985193,2.197474246,0,2798835
90,170724_Smp_SPEpH2-spikeafter_3c,Kynurenine,1.515,,2622960,2622960,492574,1.360549581,1.995596232,0,2622960
91,170724_Smp_SPEpH2-spikebefore_1,Kynurenine,1.49,,4505784,4505784,741794,1.386287586,2.449043235,0,4505784
92,170724_Smp_SPEpH2-spikebefore_2,Kynurenine,1.5,,5834701,5834701,1014904,1.423955304,2.805916405,0,5834701
93,170724_Smp_SPEpH2-spikebefore_3,Kynurenine,1.505,,6357021,6357021,1067978,1.497562494,4.002007471,0,6357021
94,170724_Smp_SPEpH8-nospike_1,Kynurenine,1.31,,NA,216195,47149,2.865521492,1.191460928,0,216195
95,170724_Smp_SPEpH8-nospike_2,Kynurenine,1.295,,NA,185897,76726,12.97982125,1.208293556,0,185897
96,170724_Smp_SPEpH8-nospike_3,Kynurenine,1.33,,NA,228893,72483,14.07792607,1.164300778,0,228893
97,170724_Smp_SPEpH8-spikeafter_1a,Kynurenine,1.515,,8674090,8674090,1501714,1.495246084,4.844465206,0,8674090
98,170724_Smp_SPEpH8-spikeafter_1b,Kynurenine,1.51,,8686494,8686494,1454436,1.603020209,5.678131008,0,8686494
99,170724_Smp_SPEpH8-spikeafter_1c,Kynurenine,1.515,,8348496,8348496,1437592,1.412745155,5.687135453,0,8348496
100,170724_Smp_SPEpH8-spikeafter_2a,Kynurenine,1.51,bad S/N,3832171,3832171,692147,1.75529439,3.770545185,0,3832171
101,170724_Smp_SPEpH8-spikeafter_2b,Kynurenine,1.515,bad S/N,3101533,3101533,565371,1.420560743,2.866917834,0,3101533
102,170724_Smp_SPEpH8-spikeafter_2c,Kynurenine,1.51,bad S/N,3635702,3635702,602698,1.8086351,3.338766888,0,3635702
103,170724_Smp_SPEpH8-spikeafter_3a,Kynurenine,1.51,Bad IR,2624672,2624672,454623,2.010991731,4.016177927,0,2624672
104,170724_Smp_SPEpH8-spikeafter_3b,Kynurenine,1.505,bad S/N,2098046,2098046,381361,1.665328665,2.408266032,0,2098046
105,170724_Smp_SPEpH8-spikeafter_3c,Kynurenine,1.515,bad S/N,2178648,2178648,386125,1.842109357,3.437410848,0,2178648
106,170724_Smp_SPEpH8-spikebefore_1,Kynurenine,1.48,bad S/N,6615857,6615857,1156408,1.474514047,3.782203354,0,6615857
107,170724_Smp_SPEpH8-spikebefore_2,Kynurenine,1.485,,8600625,8600625,1382576,1.678296481,4.372717405,0,8600625
108,170724_Smp_SPEpH8-spikebefore_3,Kynurenine,1.495,,9013642,9013642,1504915,1.605078689,5.317949568,0,9013642
109,170724_Poo_TruePoo_Full1,Dimethyl glycine,0.84,Bad IR,17481512,17406980,7644388,3.146387034,172.1122509,0.004263476,17481512
110,170724_Poo_TruePoo_Full2,Dimethyl glycine,0.84,Bad IR,16866076,16791544,7380983,3.203808081,Inf,0.004419048,16866076
111,170724_Poo_TruePoo_Full3,Dimethyl glycine,0.84,Bad IR,17163298,17088766,7588675,3.275646091,126.7163429,0.004342522,17163298
112,170724_Poo_TruePoo_Half1,Dimethyl glycine,0.83,Bad IR,15582458,15507926,5608847,3.2832775,Inf,0.004783071,15582458
113,170724_Poo_TruePoo_Half2,Dimethyl glycine,0.825,Bad IR,15613252,15538720,5695933,3.39441102,611.7993115,0.004773637,15613252
114,170724_Poo_TruePoo_Half3,Dimethyl glycine,0.82,Bad IR,15170646,15096114,5542675,3.342138697,506.6376362,0.004912909,15170646
115,170724_Smp_SPEpH2-nospike_1,Dimethyl glycine,0.815,,946880,872348,380675,5.255655958,134.0822207,0.078713248,946880
116,170724_Smp_SPEpH2-nospike_2,Dimethyl glycine,0.835,Bad IR,927286,852754,339907,14.44415714,Inf,0.080376497,927286
117,170724_Smp_SPEpH2-nospike_3,Dimethyl glycine,0.82,,1398903,1324371,586984,6.198393357,78.71683333,0.053278891,1398903
118,170724_Smp_SPEpH2-spikeafter_1a,Dimethyl glycine,0.82,Bad IR,53462932,53388400,24426564,3.746840713,61.77011266,0.001394087,53462932
119,170724_Smp_SPEpH2-spikeafter_1b,Dimethyl glycine,0.82,,53500496,53425964,23554240,4.170979575,Inf,0.001393109,53500496
120,170724_Smp_SPEpH2-spikeafter_1c,Dimethyl glycine,0.82,Bad IR,52472224,52397692,23360332,3.820373047,123.9041917,0.001420409,52472224
121,170724_Smp_SPEpH2-spikeafter_2a,Dimethyl glycine,0.82,,49714544,49640012,20277974,4.80410392,30426.05753,0.001499199,49714544
122,170724_Smp_SPEpH2-spikeafter_2b,Dimethyl glycine,0.82,,48531116,48456584,19389630,4.621926532,35659.42469,0.001535757,48531116
123,170724_Smp_SPEpH2-spikeafter_2c,Dimethyl glycine,0.82,,48980532,48906000,20423132,4.498148047,3445.724102,0.001521666,48980532
124,170724_Smp_SPEpH2-spikeafter_3a,Dimethyl glycine,0.82,,39115304,39040772,15594505,4.670406545,403.3297608,0.001905443,39115304
125,170724_Smp_SPEpH2-spikeafter_3b,Dimethyl glycine,0.82,,36701148,36626616,14623275,4.769386332,Inf,0.002030781,36701148
126,170724_Smp_SPEpH2-spikeafter_3c,Dimethyl glycine,0.82,,36668380,36593848,14654210,4.80518296,604.6245411,0.002032596,36668380
127,170724_Smp_SPEpH2-spikebefore_1,Dimethyl glycine,0.81,,579676,505144,232081,6.052603552,471.8984565,0.128575273,579676
128,170724_Smp_SPEpH2-spikebefore_2,Dimethyl glycine,0.82,,680795,606263,285517,6.655733378,69.43536389,0.10947789,680795
129,170724_Smp_SPEpH2-spikebefore_3,Dimethyl glycine,0.82,,1155841,1081309,491332,7.307863989,666.4237191,0.064482918,1155841
130,170724_Smp_SPEpH8-nospike_1,Dimethyl glycine,0.825,Bad IR,819966,745434,282405,10.7210324,Inf,0.090896452,819966
131,170724_Smp_SPEpH8-nospike_2,Dimethyl glycine,0.84,,1009283,934751,405970,7.33410602,2185.595238,0.073846483,1009283
132,170724_Smp_SPEpH8-nospike_3,Dimethyl glycine,0.865,Bad IR,556036,481504,225497,19.20279044,42.88595104,0.134041681,556036
133,170724_Smp_SPEpH8-spikeafter_1a,Dimethyl glycine,0.85,Bad IR,44345660,44271128,15235580,2.940641178,339.5216568,0.001680706,44345660
134,170724_Smp_SPEpH8-spikeafter_1b,Dimethyl glycine,0.84,Bad IR,44692772,44618240,14950129,3.04834426,326.8868326,0.001667652,44692772
135,170724_Smp_SPEpH8-spikeafter_1c,Dimethyl glycine,0.85,Bad IR,45847432,45772900,15263265,3.22841707,970.3313036,0.001625653,45847432
136,170724_Smp_SPEpH8-spikeafter_2a,Dimethyl glycine,0.845,Bad IR,22505800,22431268,9290024,2.735921204,298.1219602,0.00331168,22505800
137,170724_Smp_SPEpH8-spikeafter_2b,Dimethyl glycine,0.84,Bad IR,23193388,23118856,9665947,2.947371498,122.9985482,0.003213502,23193388
138,170724_Smp_SPEpH8-spikeafter_2c,Dimethyl glycine,0.845,Bad IR,23980354,23905822,9958974,2.990258112,549.2727605,0.003108044,23980354
139,170724_Smp_SPEpH8-spikeafter_3a,Dimethyl glycine,0.85,Bad IR,16356735,16282203,6770326,2.950231421,208.5095783,0.004556655,16356735
140,170724_Smp_SPEpH8-spikeafter_3b,Dimethyl glycine,0.84,Bad IR,17205982,17131450,7060434,3.281264297,665.0672327,0.004331749,17205982
141,170724_Smp_SPEpH8-spikeafter_3c,Dimethyl glycine,0.85,Bad IR,17331452,17256920,7376977,3.135245474,153.5105552,0.00430039,17331452
142,170724_Smp_SPEpH8-spikebefore_1,Dimethyl glycine,0.83,,1057735,983203,339082,4.145151936,Inf,0.070463774,1057735
143,170724_Smp_SPEpH8-spikebefore_2,Dimethyl glycine,0.84,Bad IR,1073237,998705,292883,3.266298211,24.20161273,0.069445984,1073237
144,170724_Smp_SPEpH8-spikebefore_3,Dimethyl glycine,0.84,,1132848,1058316,347385,4.172798397,31.61834104,0.065791704,1132848
145,170724_Poo_TruePoo_Full1,Adenosyl Homocysteine,0.97,,50354000,50353054,18102736,2.575242243,121.5099547,1.88E-05,50354000
146,170724_Poo_TruePoo_Full2,Adenosyl Homocysteine,0.97,,47273584,47272638,16323197,2.561225776,125.8322115,2.00E-05,47273584
147,170724_Poo_TruePoo_Full3,Adenosyl Homocysteine,0.97,,46035624,46034678,15613837,2.534704582,124.3332726,2.05E-05,46035624
148,170724_Poo_TruePoo_Half1,Adenosyl Homocysteine,0.965,,40093376,40092430,14862618,2.717325255,81.6487078,2.36E-05,40093376
149,170724_Poo_TruePoo_Half2,Adenosyl Homocysteine,0.95,,41847040,41846094,15018729,2.640215119,105.9339759,2.26E-05,41847040
150,170724_Poo_TruePoo_Half3,Adenosyl Homocysteine,0.94,,43168928,43167982,16776630,2.573994981,143.2280912,2.19E-05,43168928
151,170724_Smp_SPEpH2-nospike_1,Adenosyl Homocysteine,0.965,,736401,735455,180440,2.274084917,94.65394887,0.001284626,736401
152,170724_Smp_SPEpH2-nospike_2,Adenosyl Homocysteine,0.965,Bad IR,651784,650838,142762,1.270487058,10.30176535,0.001451401,651784
153,170724_Smp_SPEpH2-nospike_3,Adenosyl Homocysteine,0.975,Bad IR,649286,648340,132627,1.635365768,12.46783708,0.001456985,649286
154,170724_Smp_SPEpH2-spikeafter_1a,Adenosyl Homocysteine,0.96,,71214288,71213342,28618826,2.60487828,49.87070117,1.33E-05,71214288
155,170724_Smp_SPEpH2-spikeafter_1b,Adenosyl Homocysteine,0.96,,56821256,56820310,22673760,2.630338249,49.81547009,1.66E-05,56821256
156,170724_Smp_SPEpH2-spikeafter_1c,Adenosyl Homocysteine,0.96,,51341648,51340702,20864426,2.524862657,30.58061178,1.84E-05,51341648
157,170724_Smp_SPEpH2-spikeafter_2a,Adenosyl Homocysteine,0.97,,37081344,37080398,13423245,2.465325405,75.88487776,2.55E-05,37081344
158,170724_Smp_SPEpH2-spikeafter_2b,Adenosyl Homocysteine,0.97,,33093708,33092762,12159927,2.565522053,52.98958126,2.86E-05,33093708
159,170724_Smp_SPEpH2-spikeafter_2c,Adenosyl Homocysteine,0.97,,29929950,29929004,10444175,2.577730148,78.83049411,3.16E-05,29929950
160,170724_Smp_SPEpH2-spikeafter_3a,Adenosyl Homocysteine,0.97,,21819542,21818596,6774427,2.562164259,40.33447626,4.34E-05,21819542
161,170724_Smp_SPEpH2-spikeafter_3b,Adenosyl Homocysteine,0.97,,19880638,19879692,6330085,2.564344603,56.38785017,4.76E-05,19880638
162,170724_Smp_SPEpH2-spikeafter_3c,Adenosyl Homocysteine,0.965,Bad IR,19872602,19871656,5849700,1.625327548,36.19143262,4.76E-05,19872602
163,170724_Smp_SPEpH2-spikebefore_1,Adenosyl Homocysteine,0.97,,44712944,44711998,17268322,2.563244157,196.6058044,2.12E-05,44712944
164,170724_Smp_SPEpH2-spikebefore_2,Adenosyl Homocysteine,0.97,,77423408,77422462,29583552,2.532543916,122.916643,1.22E-05,77423408
165,170724_Smp_SPEpH2-spikebefore_3,Adenosyl Homocysteine,0.965,,46763160,46762214,16095304,2.581678432,106.1521523,2.02E-05,46763160
166,170724_Smp_SPEpH8-nospike_1,Adenosyl Homocysteine,0.955,,308263,307317,88386,2.178737269,1649.465241,0.003068808,308263
167,170724_Smp_SPEpH8-nospike_2,Adenosyl Homocysteine,0.96,,250022,249076,79334,2.466186625,9.724030845,0.003783667,250022
168,170724_Smp_SPEpH8-nospike_3,Adenosyl Homocysteine,0.96,Bad IR,347979,347033,121109,1.789334307,Inf,0.002718555,347979
169,170724_Smp_SPEpH8-spikeafter_1a,Adenosyl Homocysteine,0.965,,137968112,137967166,52558084,2.572063352,145.1012033,6.86E-06,137968112
170,170724_Smp_SPEpH8-spikeafter_1b,Adenosyl Homocysteine,0.96,,129411280,129410334,51238840,2.61376649,129.7639835,7.31E-06,129411280
171,170724_Smp_SPEpH8-spikeafter_1c,Adenosyl Homocysteine,0.96,,125043984,125043038,48240376,2.489274681,101.8313516,7.57E-06,125043984
172,170724_Smp_SPEpH8-spikeafter_2a,Adenosyl Homocysteine,0.97,,61655056,61654110,24278608,2.608381572,555.4669011,1.53E-05,61655056
173,170724_Smp_SPEpH8-spikeafter_2b,Adenosyl Homocysteine,0.96,,52295036,52294090,22178972,2.541009914,450.0733098,1.81E-05,52295036
174,170724_Smp_SPEpH8-spikeafter_2c,Adenosyl Homocysteine,0.975,,55285696,55284750,21315676,2.494520156,352.368314,1.71E-05,55285696
175,170724_Smp_SPEpH8-spikeafter_3a,Adenosyl Homocysteine,0.97,,28494092,28493146,11591076,2.608682341,219.1015263,3.32E-05,28494092
176,170724_Smp_SPEpH8-spikeafter_3b,Adenosyl Homocysteine,0.965,,27376222,27375276,9879484,2.555435255,95.96894177,3.46E-05,27376222
177,170724_Smp_SPEpH8-spikeafter_3c,Adenosyl Homocysteine,0.97,,25706090,25705144,9973188,2.578580424,380.750783,3.68E-05,25706090
178,170724_Smp_SPEpH8-spikebefore_1,Adenosyl Homocysteine,0.96,,61246900,61245954,26734614,2.739912139,69.5731144,1.54E-05,61246900
179,170724_Smp_SPEpH8-spikebefore_2,Adenosyl Homocysteine,0.96,,99711968,99711022,46287136,2.598774089,59.64437076,9.49E-06,99711968
180,170724_Smp_SPEpH8-spikebefore_3,Adenosyl Homocysteine,0.96,,107058024,107057078,48204372,2.600012823,88.93772455,8.84E-06,107058024
181,170724_Poo_TruePoo_Full1,Adenosyl Methionine,0.865,,85376856,85376778,36441284,1.972163064,99.30324063,9.14E-07,85376856
182,170724_Poo_TruePoo_Full2,Adenosyl Methionine,0.86,,76148952,76148874,33953072,2.050008512,88.0849991,1.02E-06,76148952
183,170724_Poo_TruePoo_Full3,Adenosyl Methionine,0.86,,69317056,69316978,31278728,2.099420696,60.6456355,1.13E-06,69317056
184,170724_Poo_TruePoo_Half1,Adenosyl Methionine,0.86,,53063848,53063770,22381158,1.955809143,623.5958935,1.47E-06,53063848
185,170724_Poo_TruePoo_Half2,Adenosyl Methionine,0.86,,42230292,42230214,18448574,2.035408636,51.37478678,1.85E-06,42230292
186,170724_Poo_TruePoo_Half3,Adenosyl Methionine,0.86,,35548600,35548522,15552110,2.098608122,28.9208039,2.19E-06,35548600
187,170724_Smp_SPEpH2-nospike_1,Adenosyl Methionine,0.89,Bad IRbad S/N,NA,155708,41928,0.353890993,3.618472141,0.000500687,155786
188,170724_Smp_SPEpH2-nospike_2,Adenosyl Methionine,0.895,Bad IR,NA,215702,42260,0.441600223,12.19306982,0.000361479,215780
189,170724_Smp_SPEpH2-nospike_3,Adenosyl Methionine,0.99,Bad IR,NA,377437,38303,0.35962235,1127.910448,0.000206614,377515
190,170724_Smp_SPEpH2-spikeafter_1a,Adenosyl Methionine,0.86,,70633048,70632970,15560132,1.889771797,Inf,1.10E-06,70633048
191,170724_Smp_SPEpH2-spikeafter_1b,Adenosyl Methionine,0.86,,65593128,65593050,15346342,1.987830295,Inf,1.19E-06,65593128
